#  MJD_start[days]  MJD_stop[days]
   56009.71849537   56009.82898148
   56009.83152777   56009.87935185
   56009.88266203   56010.05414351
   56010.06157407   56010.26991898
   56010.27391203   56010.60745370
   56010.60799768   56010.88096064
   56010.89325231   56011.22665509
   56011.22731481   56011.56086805
   56011.56136574   56011.89474537
   56011.89541666   56012.22880787
   56012.22953703   56012.56291666
   56012.56358796   56012.89696759
   56012.89762731   56013.23101851
   56013.23168981   56013.56506944
   56013.56572916   56013.89910879
   56013.89983796   56014.23321759
   56014.23491898   56014.38668981
   56014.89444444   56015.22783564
   56015.22849537   56015.56204861
   56015.91046296   56016.24385416
   56016.24474537   56016.57829861
   56016.57900462   56016.91255787
   56016.91328703   56017.24665509
   56017.24753472   56017.58091435
   56017.58179398   56017.91533564
   56017.91606481   56018.24943287
   56018.25033564   56018.58372685
   56018.58478009   56018.91833333
   56018.91883101   56019.25219907
   56019.25287037   56019.58626157
   56019.58693287   56019.92047453
   56019.92098379   56019.95376157
   56020.30890046   56020.64228009
   56020.64304398   56020.85785879
   56021.90105324   56022.23444444
   56022.23509259   56022.56847222
   56022.56913194   56022.90265046
   56022.90313657   56023.23651620
   56023.23721064   56023.57060185
   56023.57126157   56023.90478009
   56023.90526620   56024.23864583
   56024.23928240   56024.57369212
   56024.57431712   56024.90783564
   56024.90833333   56025.24170138
   56025.24233796   56025.57571759
   56025.57635416   56025.90973379
   56025.91064814   56026.24369212
   56026.24468750   56026.57806712
   56026.57870370   56026.91208333
   56026.91271990   56027.24609953
   56027.24674768   56027.58012731
   56027.58076388   56027.84403935
   56027.84760416   56028.01436342
   56028.02641203   56028.35979166
   56028.36043981   56028.41593750
   56028.41642361   56028.74980324
   56028.75053240   56028.83509259
   56028.88212962   56029.21552083
   56029.21616898   56029.54954861
   56029.55019675   56029.88372685
   56029.88421296   56030.21760416
   56030.21825231   56030.55163194
   56030.55229166   56030.88582175
   56030.88833333   56031.10896990
   56031.11104166   56031.33307870
   56031.37918981   56031.71271990
   56031.71321759   56032.04658564
   56032.04725694   56032.38063657
   56032.38128472   56032.71465277
   56032.71531249   56033.04885416
   56033.04934027   56033.38271990
   56033.38339120   56033.41835648
   56033.75874999   56034.09211805
   56034.09277777   56034.42614583
   56034.76091435   56034.93893518
   56035.07223379   56035.40561342
   56035.40626157   56035.73982638
   56035.74031249   56036.07369212
   56036.07435185   56036.40773148
   56036.40840277   56036.74177083
   56036.74244212   56037.07581018
   56037.07648148   56037.36447916
   56037.39217592   56037.72574074
   56037.72624999   56038.05980324
   56038.06075231   56038.39413194
   56038.39479166   56038.72817129
   56038.79917824   56039.13274305
   56039.13324074   56039.46680555
   56039.46730324   56039.80085648
   56039.80135416   56040.13490740
   56040.13541666   56040.46896990
   56040.46945601   56040.80283564
   56040.80351851   56041.13690972
   56041.13758101   56041.47096064
   56041.47162037   56041.80499999
   56042.02840277   56042.36178240
   56042.36243055   56042.69582175
   56042.69646990   56043.02984953
   56043.03050925   56043.36390046
   56043.36454861   56043.41976851
   56044.46469907   56044.79807870
   56044.79875000   56045.13212962
   56045.13284722   56045.46621527
   56045.46688657   56045.80042824
   56045.80092592   56046.13430555
   56046.13496527   56046.46833333
   56046.46900462   56046.80255787
   56046.80305555   56047.13643518
   56047.13749999   56047.47087962
   56047.47159722   56047.80513888
   56047.80564814   56048.13902777
   56048.14173611   56048.47511574
   56048.47578703   56048.80934027
   56048.80982638   56049.14320601
   56049.35458333   56049.42092592
   56049.42178240   56049.75516203
   56049.75585648   56050.08922453
   56050.08989583   56050.42327546
   56050.42435185   56050.75771990
   56050.75839120   56051.09177083
   56051.09244212   56051.42599537
   56051.42649305   56051.75986111
   56052.06504629   56052.39842592
   56052.66533564   56052.99888888
   56052.99961805   56053.33298611
   56053.33394675   56053.66732638
   56053.66821759   56054.00159722
   56054.00248842   56054.33585648
   56054.33692129   56054.67031249
   56054.67136574   56055.00471064
   56055.00591435   56055.33929398
   56055.33996527   56055.67334490
   56055.67403935   56056.00741898
   56056.00807870   56056.34146990
   56056.68012731   56057.01350694
   56057.01422453   56057.34760416
   56057.34865740   56057.68202546
   56057.68270833   56058.01607638
   56058.01675925   56058.35012731
   56058.35079861   56058.68417824
   56058.68483796   56059.01821759
   56059.01890046   56059.35228009
   56059.35293981   56059.38796296
   56059.39157407   56059.72495370
   56059.72559027   56060.05896990
   56060.06185185   56060.28554398
   56060.28868055   56060.37670138
   56061.50291666   56061.83643518
   56061.83694444   56062.17031249
   56062.17100694   56062.33961805
   56062.34666666   56062.41831018
